"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","responses","varname","response","button_pressed"
"","html-keyboard-response","87","116866","0.0-7.0-5.0","536.2149999999965","<p style=""font: 24pt 微软雅黑; color: black"">下面我们将阅读一段文字情境 <br/>假设您就是里面的主人翁，请以您自己的视角做出判断，判断没有对错之分 <br/>
        不要考虑太久，根据第一反应做出判断即可<br/>按任意键继续</p>","32","","","",""
"","html-keyboard-response","88","117161","0.0-7.0-6.0-0.0","null","+","null","","","",""
"","image-keyboard-response","89","121618","0.0-7.0-6.0-1.0","4456.699999999997","IMG_PE/PE5.bmp","68","","","",""
"","html-keyboard-response","90","121913","0.0-7.0-6.0-0.1","null","+","null","","","",""
"","image-keyboard-response","91","122138","0.0-7.0-6.0-1.1","224.21500000001106","IMG_NO/No1.bmp","75","","","",""
"","html-keyboard-response","92","122434","0.0-7.0-6.0-0.2","null","+","null","","","",""
"","image-keyboard-response","93","122797","0.0-7.0-6.0-1.2","360.6849999999977","IMG_NO/No10.bmp","68","","","",""
"","html-keyboard-response","94","123092","0.0-7.0-6.0-0.3","null","+","null","","","",""
"","image-keyboard-response","95","123403","0.0-7.0-6.0-1.3","310.56999999999243","IMG_PE/PE6.bmp","75","","","",""
"","html-keyboard-response","96","123698","0.0-7.0-6.0-0.4","null","+","null","","","",""
"","image-keyboard-response","97","124059","0.0-7.0-6.0-1.4","360.4850000000006","IMG_IM/IM7.bmp","68","","","",""
"","html-keyboard-response","98","124354","0.0-7.0-6.0-0.5","null","+","null","","","",""
"","image-keyboard-response","99","124683","0.0-7.0-6.0-1.5","328.4400000000023","IMG_IM/IM12.bmp","75","","","",""
"","html-keyboard-response","100","124978","0.0-7.0-6.0-0.6","null","+","null","","","",""
"","image-keyboard-response","101","125331","0.0-7.0-6.0-1.6","352.41999999999825","IMG_PE/PE15.bmp","68","","","",""
"","html-keyboard-response","102","125626","0.0-7.0-6.0-0.7","null","+","null","","","",""
"","image-keyboard-response","103","125987","0.0-7.0-6.0-1.7","359.96500000001106","IMG_IM/IM2.bmp","75","","","",""
"","html-slider-response","104","128989","0.0-7.0-7.0","3001.4249999999884","看完视频后，您当前感受到的恐怖情绪程度如何？<br/>（1 = 丝毫没有感觉，9 = 感到非常恐怖）","","","PostEmotion2","4",""
"","html-button-response","105","138990","0.0-7.0-8.0","null","<p>请休息10秒钟……</p>","","","","","null"
"","audio-button-response","106","140368","0.0-7.0-9.0","1375.8949999999895","Sound/clock.m4a","","","","","0"
"","html-keyboard-response","107","141051","0.0-8.0-0.0","682.4000000000233","<p style=""font: 24pt 微软雅黑; color: black"">
    接下来，你将会看到一个视频…… <br/>按任意键继续</p>","32","","","",""
"","html-keyboard-response","108","141956","0.0-8.0-1.0","null","+","null","","","",""
"","html-slider-response","109","143776","0.0-8.0-2.0","1818.9100000000035","你当前感受到的恐怖情绪程度如何？<br/>（1 = 丝毫没有感觉，9 = 感到非常恐怖）","","","PreEmotion","6",""
"","video-button-response","110","150251","0.0-8.0-3.0","6474.169999999984","","","","","","0"
"","html-slider-response","111","151715","0.0-8.0-4.0","1462.3649999999907","看完视频后，您当前感受到的恐怖情绪程度如何？<br/>（1 = 丝毫没有感觉，9 = 感到非常恐怖）","","","PostEmotion","6",""
"","html-keyboard-response","112","152450","0.0-8.0-5.0","734.5450000000128","<p style=""font: 24pt 微软雅黑; color: black"">下面我们将阅读一段文字情境 <br/>假设您就是里面的主人翁，请以您自己的视角做出判断，判断没有对错之分 <br/>
        不要考虑太久，根据第一反应做出判断即可<br/>按任意键继续</p>","32","","","",""
"","html-keyboard-response","113","152746","0.0-8.0-6.0-0.0","null","+","null","","","",""
"","image-keyboard-response","114","153458","0.0-8.0-6.0-1.0","712.0199999999895","IMG_PE/PE3.bmp","68","","","",""
"","html-keyboard-response","115","153754","0.0-8.0-6.0-0.1","null","+","null","","","",""
"","image-keyboard-response","116","154010","0.0-8.0-6.0-1.1","255.61000000001513","IMG_NO/No3.bmp","75","","","",""
"","html-keyboard-response","117","154306","0.0-8.0-6.0-0.2","null","+","null","","","",""
"","image-keyboard-response","118","154626","0.0-8.0-6.0-1.2","319.82500000001164","IMG_NO/No2.bmp","68","","","",""
"","html-keyboard-response","119","154922","0.0-8.0-6.0-0.3","null","+","null","","","",""
"","image-keyboard-response","120","155290","0.0-8.0-6.0-1.3","367.52999999999884","IMG_PE/PE4.bmp","75","","","",""
"","html-keyboard-response","121","155585","0.0-8.0-6.0-0.4","null","+","null","","","",""
"","image-keyboard-response","122","155946","0.0-8.0-6.0-1.4","360.7399999999907","IMG_IM/IM1.bmp","68","","","",""
"","html-keyboard-response","123","156241","0.0-8.0-6.0-0.5","null","+","null","","","",""
"","image-keyboard-response","124","156554","0.0-8.0-6.0-1.5","312.48500000001513","IMG_IM/IM11.bmp","75","","","",""
"","html-keyboard-response","125","156849","0.0-8.0-6.0-0.6","null","+","null","","","",""
"","image-keyboard-response","126","157138","0.0-8.0-6.0-1.6","288.70999999999185","IMG_PE/PE10.bmp","68","","","",""
"","html-keyboard-response","127","157435","0.0-8.0-6.0-0.7","null","+","null","","","",""
"","image-keyboard-response","128","157755","0.0-8.0-6.0-1.7","319.44000000003143","IMG_IM/IM9.bmp","75","","","",""
"","html-slider-response","129","160337","0.0-8.0-7.0","2580.0200000000186","看完视频后，您当前感受到的恐怖情绪程度如何？<br/>（1 = 丝毫没有感觉，9 = 感到非常恐怖）","","","PostEmotion2","6",""
